('空调', '出风口', '1026364120', '3')
('后备箱', '防夹', '-1667414647', '3')
('防夹', '功能', '-1667414647', '3')
('行李箱', '防夹', '-1667414647', '3')
('后备箱', '功能', '-1667414647', '2')
('后备箱', '弹簧', '109222613', '2')
('后备箱', '自动', '109222613', '4')
('自动', '弹升', '109222613', '4')
('弹升', '弹簧', '109222613', '4')
('车门', '内', '-1873048255', '3')
('内', '把手', '-1873048255', '3')
('车门', '密封条', '1878289751', '2')
('车门', '密封胶', '1878289751', '3')
('密封胶', '条', '1878289751', '3')
('车门', '自动', '-295267948', '3')
('自动', '落锁', '-295267948', '3')
('车门', '自动', '-295267948', '4')
('自动', '落锁', '-295267948', '4')
('落锁', '功能', '-295267948', '4')
('车门', '功能', '-295267948', '2')
('后备箱', '记忆', '721307910', '3')
('记忆', '功能', '721307910', '3')
('行李箱', '位置', '721307910', '4')
('位置', '记忆', '721307910', '4')
('记忆', '功能', '721307910', '4')
('后备箱', '功能', '721307910', '2')
('车门', '自动', '-270758473', '4')
('自动', '落锁', '-270758473', '4')
('落锁', '失效', '-270758473', '4')
('车门', '自动', '-270758473', '5')
('自动', '落锁', '-270758473', '5')
('落锁', '功能', '-270758473', '5')
('功能', '失效', '-270758473', '5')
('车门', '故障', '-270758473', '2')
('后备箱', '卡住', '1897444707', '2')
('行李箱', '卡住', '1897444707', '2')
('后备箱', '故障', '1897444707', '2')
('后备箱', '逃生', '363952910', '3')
('逃生', '按钮', '363952910', '3')
('行李箱', '紧急', '363952910', '3')
('紧急', '逃脱', '363952910', '3')
('行李箱', '逃生', '363952910', '3')
('逃生', '装置', '363952910', '3')
('逃生', '开关', '363952910', '3')
('逃生', '拉环', '363952910', '3')
('逃生', '锁', '363952910', '3')
('后备箱', '应急', '363952910', '3')
('应急', '开关', '363952910', '3')
('行李箱', '拉环', '363952910', '2')
('后备箱', '紧急', '363952910', '3')
('紧急', '拉手', '363952910', '3')
('行李箱', '拉手', '363952910', '2')
('仪表盘', '模糊', '-201283526', '2')
('仪表盘', '花', '-201283526', '3')
('花', '了', '-201283526', '3')
('仪表盘', '故障', '-201283526', '2')
('后备箱', '自动', '-329934171', '3')
('自动', '启动', '-329934171', '3')
('行李箱', '自动', '-329934171', '3')
('自动', '开启', '-329934171', '3')
('后备箱', '故障', '-329934171', '2')
('车门', '抖动', '-1531207813', '2')
('车门', '共振', '-1531207813', '2')
('车门', '故障', '-1531207813', '2')
('车门', '把手', '-895398756', '2')
('车', '门拉手', '-895398756', '2')
('车门', '扶手', '-895398756', '2')
('行李箱', '盖', '-302749446', '3')
('盖', '凹陷', '-302749446', '3')
('行李箱', '盖', '-302749446', '4')
('盖', '瘪', '-302749446', '4')
('瘪', '了', '-302749446', '4')
('后备箱', '故障', '-302749446', '2')
('后备箱', '按钮', '398518016', '3')
('按钮', '失效', '398518016', '3')
('行李箱', '按钮', '398518016', '5')
('按钮', '按', '398518016', '5')
('按', '了', '398518016', '5')
('了', '没用', '398518016', '5')
('行李箱', '按钮', '398518016', '4')
('按钮', '无法', '398518016', '4')
('无法', '使用', '398518016', '4')
('后备箱', '故障', '398518016', '2')
('遮阳', '挡', '606692966', '2')
('行李箱', '垫', '-1559050867', '3')
('垫', '凹陷', '-1559050867', '3')
('后备箱', '故障', '-1559050867', '2')
('USB', '接口', '-2053382865', '3')
('接口', '磨损', '-2053382865', '3')
('接口', '损坏', '-2053382865', '3')
('接口', '故障', '-2053382865', '3')
('把手', '无法', '-1310826038', '3')
('无法', '复位', '-1310826038', '3')
('把手', '弹', '-1310826038', '4')
('弹', '不', '-1310826038', '4')
('不', '回来', '-1310826038', '4')
('把手', '不', '-1310826038', '3')
('不', '归位', '-1310826038', '3')
('车门', '故障', '-1310826038', '2')
('把手', '卡住', '1253251626', '2')
('车门', '把手', '1253251626', '3')
('把手', '涩', '1253251626', '3')
('把手', '涩', '1253251626', '2')
('车门', '故障', '1253251626', '2')
('车门', '防', '-520952979', '4')
('防', '踢', '-520952979', '4')
('踢', '垫', '-520952979', '4')
('后备箱', '进水', '-1482442135', '2')
('行李箱', '进水', '-1482442135', '2')
('后备箱', '故障', '-1482442135', '2')
('车', '门外', '-1885479767', '3')
('门外', '把手', '-1885479767', '3')
('车门', '按钮', '-238986181', '3')
('按钮', '不亮', '-238986181', '3')
('车门', '按键', '-238986181', '3')
('按键', '不亮', '-238986181', '3')
('车门', '故障', '-238986181', '2')
('车门', '内饰', '493104929', '3')
('内饰', '板', '493104929', '3')
('车门', '内饰', '493104929', '2')
('车门', '铰链', '-775496580', '2')
('车门', '排水', '1980650862', '3')
('排水', '孔', '1980650862', '3')
('后备箱', '护板', '-391501554', '2')
('行李箱', '护板', '-391501554', '2')
('后备箱', '按钮', '1523227522', '2')
('行李箱', '按键', '1523227522', '2')
('后备箱', '开启', '1523227522', '3')
('开启', '按钮', '1523227522', '3')
('后备箱', '锁', '1523227522', '2')
('行李箱', '锁', '1523227522', '2')
('车门', '生锈', '-1315297188', '2')
('车门', '故障', '-1315297188', '2')
('后备箱', '生锈', '-1014009429', '2')
('行李箱', '生锈', '-1014009429', '2')
('后备箱', '故障', '-1014009429', '2')
('安全', '把手', '-2017076712', '2')
('车门', '轻', '-669027033', '2')
('车门', '故障', '-669027033', '2')
('安全带', '未系', '1289800971', '5')
('未系', '报警', '1289800971', '5')
('报警', '灯', '1289800971', '5')
('灯', '失效', '1289800971', '5')
('主动', '安全', '1289800971', '3')
('安全', '故障', '1289800971', '3')
('侧', '风挡', '-1679197816', '4')
('风挡', '遮阳', '-1679197816', '4')
('遮阳', '挡', '-1679197816', '4')
('车门', '限位器', '968986675', '3')
('限位器', '异响', '968986675', '3')
('车门', '故障', '968986675', '2')
('车门', '漏风', '343077615', '2')
('车门', '故障', '343077615', '2')
('安全带', '未系', '1468485651', '5')
('未系', '报警', '1468485651', '5')
('报警', '灯亮', '1468485651', '5')
('灯亮', '起', '1468485651', '5')
('主动', '安全', '1468485651', '3')
('安全', '故障', '1468485651', '3')
('后备箱', '点烟器', '-980295818', '4')
('点烟器', '电量', '-980295818', '4')
('电量', '不足', '-980295818', '4')
('行李箱', '点烟器', '-980295818', '5')
('点烟器', '插座', '-980295818', '5')
('插座', '没', '-980295818', '5')
('没', '电', '-980295818', '5')
('后备箱', '故障', '-980295818', '2')
('后备箱', '液压', '-60872125', '4')
('液压', '杆', '-60872125', '4')
('杆', '失效', '-60872125', '4')
('行李箱', '液压', '-60872125', '5')
('液压', '杆', '-60872125', '5')
('杆', '功能', '-60872125', '5')
('功能', '异常', '-60872125', '5')
('行李箱', '液压', '-60872125', '4')
('后备箱', '故障', '-60872125', '2')
('后备箱', '按钮', '1578699951', '3')
('按钮', '磨损', '1578699951', '3')
('行李箱', '锁', '1578699951', '3')
('锁', '损坏', '1578699951', '3')
('后备箱', '故障', '1578699951', '2')
('安全气囊', '自动', '-2107460895', '3')
('自动', '启动', '-2107460895', '3')
('安全气囊', '弹', '-2107460895', '3')
('弹', '出', '-2107460895', '3')
('主动', '安全', '-2107460895', '3')
('安全', '故障', '-2107460895', '3')
('后备箱', '液压', '939898805', '4')
('液压', '杆', '939898805', '4')
('杆', '漏油', '939898805', '4')
('行李箱', '液压', '939898805', '4')
('杆', '渗油', '939898805', '4')
('后备箱', '故障', '939898805', '2')
('主', '驾驶', '-770694616', '3')
('驾驶', '车门', '-770694616', '3')
('左', '前门', '-770694616', '2')
('车门', '铰链', '-1941041820', '3')
('铰链', '生锈', '-1941041820', '3')
('车门', '故障', '-1941041820', '2')
('副驾驶', '车门', '719414952', '2')
('右', '前门', '719414952', '2')
('车门', '进水', '-1042769736', '2')
('车门', '积水', '-1042769736', '2')
('车门', '故障', '-1042769736', '2')
('车门', '变形', '-995924879', '2')
('车门', '故障', '-995924879', '2')
('扬声器', '声音', '161561046', '3')
('声音', '小', '161561046', '3')
('音乐', '故障', '161561046', '2')
('后备箱', '感应', '1905026272', '4')
('感应', '功能', '1905026272', '4')
('功能', '失效', '1905026272', '4')
('行李箱', '无法', '1905026272', '4')
('无法', '自动', '1905026272', '4')
('自动', '开启', '1905026272', '4')
('后备箱', '无法', '1905026272', '4')
('自动', '启动', '1905026272', '4')
('行李箱', '感应', '1905026272', '3')
('感应', '异常', '1905026272', '3')
('行李箱', '踢开', '1905026272', '5')
('踢开', '功能', '1905026272', '5')
('功能', '无法', '1905026272', '5')
('无法', '使用', '1905026272', '5')
('行李箱', '无法', '1905026272', '3')
('无法', '踢开', '1905026272', '3')
('行李箱', '感应', '1905026272', '4')
('功能', '迟钝', '1905026272', '4')
('功能', '延迟', '1905026272', '4')
('后备箱', '故障', '1905026272', '2')
('后备箱', '点烟器', '-98990310', '2')
('行李箱', '点烟器', '-98990310', '2')
('后备箱', '有', '-1109044855', '3')
('有', '缝隙', '-1109044855', '3')
('行李箱', '缝隙', '-1109044855', '3')
('缝隙', '过大', '-1109044855', '3')
('后备箱', '箱', '-1109044855', '6')
('箱', '左右', '-1109044855', '6')
('左右', '缝隙', '-1109044855', '6')
('缝隙', '不', '-1109044855', '6')
('不', '一样', '-1109044855', '6')
('后备箱', '故障', '-1109044855', '2')
('后备箱', '无法', '-804827315', '3')
('无法', '上锁', '-804827315', '3')
('行李箱', '无法', '-804827315', '3')
('后备箱', '故障', '-804827315', '2')
('车门', '排水', '-414656968', '4')
('排水', '孔', '-414656968', '4')
('孔', '生锈', '-414656968', '4')
('车门', '故障', '-414656968', '2')
('后备箱', '划痕', '-1038493091', '2')
('行李箱', '掉', '-1038493091', '3')
('掉', '漆', '-1038493091', '3')
('后备箱', '剐', '-1038493091', '3')
('剐', '蹭', '-1038493091', '3')
('行李箱', '内壁', '-1038493091', '3')
('内壁', '划痕', '-1038493091', '3')
('后备箱', '故障', '-1038493091', '2')
('后备箱', '密封条', '-1626014874', '3')
('密封条', '失效', '-1626014874', '3')
('密封条', '粘连', '-1626014874', '3')
('后备箱', '故障', '-1626014874', '2')
('车门', '凹陷', '1011261727', '2')
('车门', '故障', '1011261727', '2')
('后备箱', '异味', '-1560974990', '2')
('行李箱', '味道', '-1560974990', '3')
('味道', '大', '-1560974990', '3')
('行李箱', '异味', '-1560974990', '2')
('后备箱', '故障', '-1560974990', '2')
('车门', '密封胶', '-1580362133', '3')
('密封胶', '条异响', '-1580362133', '3')
('车门', '故障', '-1580362133', '2')
('车门', '重', '-2042897130', '2')
('车门', '故障', '-2042897130', '2')
('车门', '漏电', '-245128528', '2')
('车门', '静电', '-245128528', '2')
('车门', '故障', '-245128528', '2')
('车门', '划痕', '-755319126', '2')
('车门', '故障', '-755319126', '2')
('刹车', '系统', '-1956973963', '2')
('主动', '安全', '-1956973963', '2')
('横向', '稳定杆', '-1913677289', '2')
('排气管', '冒烟', '-502539807', '2')
('动力', '总成', '-502539807', '3')
('总成', '故障', '-502539807', '3')
('盲区', '摄像头', '657012746', '2')
('右侧', '盲区', '657012746', '3')
('盲区', '摄像头', '657012746', '3')
('盲区', '显示器', '657012746', '3')
('盲区', '影像', '657012746', '2')
('右侧', '盲区', '657012746', '4')
('盲区', '可视', '657012746', '4')
('可视', '摄像头', '657012746', '4')
('主动', '安全', '657012746', '2')
('安全带', '锁扣', '825382721', '3')
('锁扣', '失效', '825382721', '3')
('座椅', '故障', '825382721', '2')
('盲点', '监测', '-1933757087', '2')
('盲点', '监测', '-1933757087', '4')
('监测', '系统', '-1933757087', '4')
('系统', 'BSM', '-1933757087', '4')
('右侧', '盲区', '-1933757087', '4')
('盲区', '可视', '-1933757087', '4')
('可视', '功能', '-1933757087', '4')
('盲区', '探测', '-1933757087', '2')
('盲点', '辅助', '-1933757087', '3')
('辅助', '系统', '-1933757087', '3')
('后视镜', '盲区', '-1933757087', '3')
('盲区', '监测', '-1933757087', '3')
('盲区', '监测', '-1933757087', '2')
('主动', '安全', '-1933757087', '2')
('刹车', '分泵', '-15567731', '2')
('刹车', '真空', '-15567731', '4')
('真空', '助力', '-15567731', '4')
('助力', '泵', '-15567731', '4')
('刹车', '泵', '-15567731', '2')
('夜视', '系统', '1789283301', '2')
('主动', '安全', '1789283301', '2')
('排气管', '漏水', '-1282755645', '2')
('排气管', '滴水', '-1282755645', '2')
('动力', '总成', '-1282755645', '3')
('总成', '故障', '-1282755645', '3')
('外', '后视镜', '-833136389', '5')
('后视镜', '加热', '-833136389', '5')
('加热', '功能', '-833136389', '5')
('功能', '失效', '-833136389', '5')
('后视镜', '制热', '-833136389', '3')
('制热', '失效', '-833136389', '3')
('后视镜', '加热', '-833136389', '3')
('加热', '失效', '-833136389', '3')
('后视镜', '故障', '-833136389', '2')
('自动', '感应', '-1925757464', '6')
('感应', '雨', '-1925757464', '6')
('雨', '刮', '-1925757464', '6')
('刮', '效果', '-1925757464', '6')
('效果', '差', '-1925757464', '6')
('自动', '雨刷', '-1925757464', '3')
('雨刷', '不灵敏', '-1925757464', '3')
('雨刮器', '故障', '-1925757464', '2')
('后视镜', '有', '-1743568092', '3')
('有', '雾气', '-1743568092', '3')
('后视镜', '故障', '-1743568092', '2')
('雨刮器', '噪音', '30991931', '3')
('噪音', '大', '30991931', '3')
('后雨', '刮', '30991931', '4')
('刮', '声音', '30991931', '4')
('声音', '好大', '30991931', '4')
('后雨刷', '有', '30991931', '3')
('有', '噪音', '30991931', '3')
('雨刮器', '故障', '30991931', '2')
('雨刮器', '卡住', '-676412718', '2')
('雨刮器', '容易', '-676412718', '5')
('容易', '卡住', '-676412718', '5')
('卡住', '不', '-676412718', '5')
('不', '动', '-676412718', '5')
('雨刮器', '故障', '-676412718', '2')
('天窗', '自动', '-2123727186', '3')
('自动', '启动', '-2123727186', '3')
('天窗', '自启动', '-2123727186', '2')
('车窗', '天窗', '-2123727186', '3')
('天窗', '故障', '-2123727186', '3')
('空调', '出风口', '-728384514', '3')
('出风口', '结霜', '-728384514', '3')
